"subject" "activity"
"219" 1 "laying"
"220" 1 "laying"
"221" 1 "laying"
"222" 1 "laying"
"223" 1 "laying"
"224" 1 "laying"
"225" 1 "laying"
"226" 1 "sitting"
"227" 1 "sitting"
"228" 1 "sitting"
"229" 1 "sitting"
"230" 1 "sitting"
"231" 1 "sitting"
"232" 1 "sitting"
"233" 1 "sitting"
"234" 1 "sitting"
"235" 1 "sitting"
"236" 1 "sitting"
"237" 1 "sitting"
"238" 1 "laying"
"239" 1 "laying"
"240" 1 "laying"
"241" 1 "laying"
"242" 1 "laying"
"243" 1 "laying"
"244" 1 "laying"
"245" 1 "laying"
"246" 1 "laying"
"247" 1 "laying"
"248" 1 "laying"
"249" 1 "walking"
"250" 1 "walking"
"251" 1 "walking"
"252" 1 "walking"
"253" 1 "walking"
"254" 1 "walking"
"255" 1 "walking"
"256" 1 "walking"
"257" 1 "walking"
"258" 1 "walking"
"259" 1 "walking"
"260" 1 "walking"
"261" 1 "walking"
"262" 1 "walking"
"263" 1 "walking"
"264" 1 "walking"
"265" 1 "walking"
"266" 1 "walking"
"267" 1 "walking"
"268" 1 "walking"
"269" 1 "walking"
"270" 1 "walking"
"271" 1 "walking"
"272" 1 "walking"
"273" 1 "walking"
"274" 1 "walking"
"275" 1 "walking"
"276" 1 "walking"
"277" 1 "walking"
"278" 1 "walking"
"279" 1 "walking"
"280" 1 "walking"
"281" 1 "walking"
"282" 1 "walking"
"283" 1 "walking"
"284" 1 "walking"
"285" 1 "walking"
"286" 1 "walking"
"287" 1 "walking"
"288" 1 "walking"
"289" 1 "walking"
"290" 1 "walking"
"291" 1 "walking"
"292" 1 "walking"
"293" 1 "walking"
"294" 1 "walking"
"295" 1 "walking"
"296" 1 "walking"
"297" 1 "walkingdownstairs"
"298" 1 "walkingdownstairs"
"299" 1 "walkingdownstairs"
"300" 1 "walkingdownstairs"
"301" 1 "walkingdownstairs"
"302" 1 "walkingdownstairs"
"303" 1 "walkingdownstairs"
"304" 1 "walkingupstairs"
"305" 1 "walkingupstairs"
"306" 1 "walkingupstairs"
"307" 1 "walkingupstairs"
"308" 1 "walkingupstairs"
"309" 1 "walkingupstairs"
"310" 1 "walkingupstairs"
"311" 1 "walkingupstairs"
"312" 1 "walkingupstairs"
"313" 1 "walkingupstairs"
"314" 1 "walkingupstairs"
"315" 1 "walkingupstairs"
"316" 1 "walkingupstairs"
"317" 1 "walkingupstairs"
"318" 1 "walkingupstairs"
"319" 1 "walkingupstairs"
"320" 1 "walkingupstairs"
"321" 1 "walkingupstairs"
"322" 1 "walkingupstairs"
"323" 1 "walkingupstairs"
"324" 1 "walkingupstairs"
"325" 1 "walkingupstairs"
"326" 1 "walkingupstairs"
"327" 1 "walkingupstairs"
"328" 1 "walkingupstairs"
"329" 1 "walkingupstairs"
"330" 1 "walkingupstairs"
"331" 1 "walkingdownstairs"
"332" 1 "walkingdownstairs"
"333" 1 "walkingdownstairs"
"334" 1 "walkingdownstairs"
"335" 1 "walkingdownstairs"
"336" 1 "walkingdownstairs"
"337" 1 "walkingdownstairs"
"338" 1 "walkingdownstairs"
"339" 1 "walkingdownstairs"
"340" 1 "walkingdownstairs"
"341" 1 "walkingdownstairs"
"342" 1 "walkingdownstairs"
"343" 1 "walkingdownstairs"
"344" 1 "walkingdownstairs"
"345" 1 "walkingdownstairs"
"346" 1 "walkingdownstairs"
"347" 1 "walkingdownstairs"
"348" 3 "standing"
"349" 3 "standing"
"350" 3 "standing"
"351" 3 "standing"
"352" 3 "standing"
"353" 3 "standing"
"354" 3 "standing"
"355" 3 "standing"
"356" 3 "standing"
"357" 3 "standing"
"358" 3 "standing"
"359" 3 "standing"
"360" 3 "standing"
"361" 3 "standing"
"362" 3 "standing"
"363" 3 "standing"
"364" 3 "standing"
"365" 3 "standing"
"366" 3 "standing"
"367" 3 "standing"
"368" 3 "standing"
"369" 3 "standing"
"370" 3 "standing"
"371" 3 "standing"
"372" 3 "standing"
"373" 3 "standing"
"374" 3 "standing"
"375" 3 "standing"
"376" 3 "standing"
"377" 3 "standing"
"378" 3 "standing"
"379" 3 "sitting"
"380" 3 "sitting"
"381" 3 "sitting"
"382" 3 "sitting"
"383" 3 "sitting"
"384" 3 "sitting"
"385" 3 "sitting"
"386" 3 "sitting"
"387" 3 "sitting"
"388" 3 "sitting"
"389" 3 "sitting"
"390" 3 "sitting"
"391" 3 "sitting"
"392" 3 "sitting"
"393" 3 "sitting"
"394" 3 "sitting"
"395" 3 "sitting"
"396" 3 "sitting"
"397" 3 "sitting"
"398" 3 "sitting"
"399" 3 "sitting"
"400" 3 "sitting"
"401" 3 "sitting"
"402" 3 "sitting"
"403" 3 "sitting"
"404" 3 "sitting"
"405" 3 "laying"
"406" 3 "laying"
"407" 3 "laying"
"408" 3 "laying"
"409" 3 "laying"
"410" 3 "laying"
"411" 3 "laying"
"412" 3 "laying"
"413" 3 "laying"
"414" 3 "laying"
"415" 3 "laying"
"416" 3 "laying"
"417" 3 "laying"
"418" 3 "laying"
"419" 3 "laying"
"420" 3 "laying"
"421" 3 "laying"
"422" 3 "laying"
"423" 3 "laying"
"424" 3 "laying"
"425" 3 "laying"
"426" 3 "laying"
"427" 3 "laying"
"428" 3 "laying"
"429" 3 "laying"
"430" 3 "laying"
"431" 3 "laying"
"432" 3 "laying"
"433" 3 "laying"
"434" 3 "laying"
"435" 3 "walking"
"436" 3 "walking"
"437" 3 "walking"
"438" 3 "walking"
"439" 3 "walking"
"440" 3 "walking"
"441" 3 "walking"
"442" 3 "walking"
"443" 3 "walking"
"444" 3 "walking"
"445" 3 "walking"
"446" 3 "walking"
"447" 3 "walking"
"448" 3 "walking"
"449" 3 "walking"
"450" 3 "walking"
"451" 3 "walking"
"452" 3 "walking"
"453" 3 "walking"
"454" 3 "walking"
"455" 3 "walking"
"456" 3 "walking"
"457" 3 "walking"
"458" 3 "walking"
"459" 3 "walking"
"460" 3 "walking"
"461" 3 "walking"
"462" 3 "walking"
"463" 3 "walking"
"464" 3 "walking"
"465" 3 "walking"
"466" 3 "walkingdownstairs"
"467" 3 "walkingdownstairs"
"468" 3 "walkingdownstairs"
"469" 3 "walkingdownstairs"
"470" 3 "walkingdownstairs"
"471" 3 "walkingdownstairs"
"472" 3 "walkingdownstairs"
"473" 3 "walkingdownstairs"
"474" 3 "walkingdownstairs"
"475" 3 "walkingdownstairs"
"476" 3 "walkingdownstairs"
"477" 3 "walkingdownstairs"
"478" 3 "walkingdownstairs"
"479" 3 "walkingdownstairs"
"480" 3 "walkingdownstairs"
"481" 3 "walkingdownstairs"
"482" 3 "walkingdownstairs"
"483" 3 "walkingdownstairs"
"484" 3 "walkingdownstairs"
"485" 3 "walkingdownstairs"
"486" 3 "walkingdownstairs"
"487" 3 "walkingdownstairs"
"488" 3 "walkingdownstairs"
"489" 3 "walkingupstairs"
"490" 3 "walkingupstairs"
"491" 3 "walkingupstairs"
"492" 3 "walkingupstairs"
"493" 3 "walkingupstairs"
"494" 3 "walkingupstairs"
"495" 3 "walkingupstairs"
"496" 3 "walkingupstairs"
"497" 3 "walkingupstairs"
"498" 3 "walkingupstairs"
"499" 3 "walkingupstairs"
"500" 3 "walkingupstairs"
"501" 3 "walkingupstairs"
"502" 3 "walkingupstairs"
"503" 3 "walkingupstairs"
"504" 3 "walkingupstairs"
"505" 3 "walkingupstairs"
"506" 3 "walkingupstairs"
"507" 3 "walkingupstairs"
"508" 3 "walkingupstairs"
"509" 3 "walkingupstairs"
"510" 3 "walkingupstairs"
"511" 3 "walkingupstairs"
"512" 3 "walkingupstairs"
"513" 3 "walkingupstairs"
"514" 3 "walkingupstairs"
"515" 3 "walkingupstairs"
"516" 3 "walkingupstairs"
"517" 3 "walkingupstairs"
"518" 3 "walkingupstairs"
"519" 3 "walkingupstairs"
"520" 3 "walkingupstairs"
"521" 3 "walkingupstairs"
"522" 3 "walkingupstairs"
"523" 3 "standing"
"524" 3 "standing"
"525" 3 "standing"
"526" 3 "standing"
"527" 3 "standing"
"528" 3 "standing"
"529" 3 "standing"
"530" 3 "standing"
"531" 3 "standing"
"532" 3 "standing"
"533" 3 "standing"
"534" 3 "standing"
"535" 3 "standing"
"536" 3 "standing"
"537" 3 "standing"
"538" 3 "standing"
"539" 3 "standing"
"540" 3 "standing"
"541" 3 "standing"
"542" 3 "standing"
"543" 3 "standing"
"544" 3 "standing"
"545" 3 "standing"
"546" 3 "standing"
"547" 3 "standing"
"548" 3 "standing"
"549" 3 "standing"
"550" 3 "standing"
"551" 3 "standing"
"552" 3 "standing"
"553" 3 "sitting"
"554" 3 "sitting"
"555" 3 "sitting"
"556" 3 "sitting"
"557" 3 "sitting"
"558" 3 "sitting"
"559" 3 "sitting"
"560" 3 "sitting"
"561" 3 "sitting"
"562" 3 "sitting"
"563" 3 "sitting"
"564" 3 "sitting"
"565" 3 "sitting"
"566" 3 "sitting"
"567" 3 "sitting"
"568" 3 "sitting"
"569" 3 "sitting"
"570" 3 "sitting"
"571" 3 "sitting"
"572" 3 "sitting"
"573" 3 "sitting"
"574" 3 "sitting"
"575" 3 "sitting"
"576" 3 "sitting"
"577" 3 "sitting"
"578" 3 "sitting"
"579" 3 "laying"
"580" 3 "laying"
"581" 3 "laying"
"582" 3 "laying"
"583" 3 "laying"
"584" 3 "laying"
"585" 3 "laying"
"586" 3 "laying"
"587" 3 "laying"
"588" 3 "laying"
"589" 3 "laying"
"590" 3 "laying"
"591" 3 "laying"
"592" 3 "laying"
"593" 3 "laying"
"594" 3 "laying"
"595" 3 "laying"
"596" 3 "laying"
"597" 3 "laying"
"598" 3 "laying"
"599" 3 "laying"
"600" 3 "laying"
"601" 3 "laying"
"602" 3 "laying"
"603" 3 "laying"
"604" 3 "laying"
"605" 3 "laying"
"606" 3 "laying"
"607" 3 "laying"
"608" 3 "laying"
"609" 3 "laying"
"610" 3 "laying"
"611" 3 "walking"
"612" 3 "walking"
"613" 3 "walking"
"614" 3 "walking"
"615" 3 "walking"
"616" 3 "walking"
"617" 3 "walking"
"618" 3 "walking"
"619" 3 "walking"
"620" 3 "walking"
"621" 3 "walking"
"622" 3 "walking"
"623" 3 "walking"
"624" 3 "walking"
"625" 3 "walking"
"626" 3 "walking"
"627" 3 "walking"
"628" 3 "walking"
"629" 3 "walking"
"630" 3 "walking"
"631" 3 "walking"
"632" 3 "walking"
"633" 3 "walking"
"634" 3 "walking"
"635" 3 "walking"
"636" 3 "walking"
"637" 3 "walking"
"638" 3 "walkingdownstairs"
"639" 3 "walkingdownstairs"
"640" 3 "walkingdownstairs"
"641" 3 "walkingdownstairs"
"642" 3 "walkingdownstairs"
"643" 3 "walkingdownstairs"
"644" 3 "walkingdownstairs"
"645" 3 "walkingdownstairs"
"646" 3 "walkingdownstairs"
"647" 3 "walkingdownstairs"
"648" 3 "walkingdownstairs"
"649" 3 "walkingdownstairs"
"650" 3 "walkingdownstairs"
"651" 3 "walkingdownstairs"
"652" 3 "walkingdownstairs"
"653" 3 "walkingdownstairs"
"654" 3 "walkingdownstairs"
"655" 3 "walkingdownstairs"
"656" 3 "walkingdownstairs"
"657" 3 "walkingdownstairs"
"658" 3 "walkingdownstairs"
"659" 3 "walkingdownstairs"
"660" 3 "walkingdownstairs"
"661" 3 "walkingdownstairs"
"662" 3 "walkingdownstairs"
"663" 3 "walkingdownstairs"
"664" 3 "walkingupstairs"
"665" 3 "walkingupstairs"
"666" 3 "walkingupstairs"
"667" 3 "walkingupstairs"
"668" 3 "walkingupstairs"
"669" 3 "walkingupstairs"
"670" 3 "walkingupstairs"
"671" 3 "walkingupstairs"
"672" 3 "walkingupstairs"
"673" 3 "walkingupstairs"
"674" 3 "walkingupstairs"
"675" 3 "walkingupstairs"
"676" 3 "walkingupstairs"
"677" 3 "walkingupstairs"
"678" 3 "walkingupstairs"
"679" 3 "walkingupstairs"
"680" 3 "walkingupstairs"
"681" 3 "walkingupstairs"
"682" 3 "walkingupstairs"
"683" 3 "walkingupstairs"
"684" 3 "walkingupstairs"
"685" 3 "walkingupstairs"
"686" 3 "walkingupstairs"
"687" 3 "walkingupstairs"
"688" 3 "walkingupstairs"
"689" 5 "standing"
"690" 5 "standing"
"691" 5 "standing"
"692" 5 "standing"
"693" 5 "standing"
"694" 5 "standing"
"695" 5 "standing"
"696" 5 "standing"
"697" 5 "standing"
"698" 5 "standing"
"699" 5 "standing"
"700" 5 "standing"
"701" 5 "standing"
"702" 5 "standing"
"703" 5 "standing"
"704" 5 "standing"
"705" 5 "standing"
"706" 5 "standing"
"707" 5 "standing"
"708" 5 "standing"
"709" 5 "standing"
"710" 5 "standing"
"711" 5 "standing"
"712" 5 "standing"
"713" 5 "standing"
"714" 5 "standing"
"715" 5 "standing"
"716" 5 "standing"
"717" 5 "sitting"
"718" 5 "sitting"
"719" 5 "sitting"
"720" 5 "sitting"
"721" 5 "sitting"
"722" 5 "sitting"
"723" 5 "sitting"
"724" 5 "sitting"
"725" 5 "sitting"
"726" 5 "sitting"
"727" 5 "sitting"
"728" 5 "sitting"
"729" 5 "sitting"
"730" 5 "sitting"
"731" 5 "sitting"
"732" 5 "sitting"
"733" 5 "sitting"
"734" 5 "sitting"
"735" 5 "sitting"
"736" 5 "sitting"
"737" 5 "sitting"
"738" 5 "sitting"
"739" 5 "sitting"
"740" 5 "laying"
"741" 5 "laying"
"742" 5 "laying"
"743" 5 "laying"
"744" 5 "laying"
"745" 5 "laying"
"746" 5 "laying"
"747" 5 "laying"
"748" 5 "laying"
"749" 5 "laying"
"750" 5 "laying"
"751" 5 "laying"
"752" 5 "laying"
"753" 5 "laying"
"754" 5 "laying"
"755" 5 "laying"
"756" 5 "laying"
"757" 5 "laying"
"758" 5 "laying"
"759" 5 "laying"
"760" 5 "laying"
"761" 5 "laying"
"762" 5 "laying"
"763" 5 "laying"
"764" 5 "laying"
"765" 5 "laying"
"766" 5 "laying"
"767" 5 "laying"
"768" 5 "walking"
"769" 5 "walking"
"770" 5 "walking"
"771" 5 "walking"
"772" 5 "walking"
"773" 5 "walking"
"774" 5 "walking"
"775" 5 "walking"
"776" 5 "walking"
"777" 5 "walking"
"778" 5 "walking"
"779" 5 "walking"
"780" 5 "walking"
"781" 5 "walking"
"782" 5 "walking"
"783" 5 "walking"
"784" 5 "walking"
"785" 5 "walking"
"786" 5 "walking"
"787" 5 "walking"
"788" 5 "walking"
"789" 5 "walking"
"790" 5 "walking"
"791" 5 "walking"
"792" 5 "walking"
"793" 5 "walking"
"794" 5 "walking"
"795" 5 "walking"
"796" 5 "walking"
"797" 5 "walking"
"798" 5 "walkingdownstairs"
"799" 5 "walkingdownstairs"
"800" 5 "walkingdownstairs"
"801" 5 "walkingdownstairs"
"802" 5 "walkingdownstairs"
"803" 5 "walkingdownstairs"
"804" 5 "walkingdownstairs"
"805" 5 "walkingdownstairs"
"806" 5 "walkingdownstairs"
"807" 5 "walkingdownstairs"
"808" 5 "walkingdownstairs"
"809" 5 "walkingdownstairs"
"810" 5 "walkingdownstairs"
"811" 5 "walkingdownstairs"
"812" 5 "walkingdownstairs"
"813" 5 "walkingdownstairs"
"814" 5 "walkingdownstairs"
"815" 5 "walkingdownstairs"
"816" 5 "walkingdownstairs"
"817" 5 "walkingdownstairs"
"818" 5 "walkingdownstairs"
"819" 5 "walkingdownstairs"
"820" 5 "walkingdownstairs"
"821" 5 "walkingdownstairs"
"822" 5 "walkingdownstairs"
"823" 5 "walkingupstairs"
"824" 5 "walkingupstairs"
"825" 5 "walkingupstairs"
"826" 5 "walkingupstairs"
"827" 5 "walkingupstairs"
"828" 5 "walkingupstairs"
"829" 5 "walkingupstairs"
"830" 5 "walkingupstairs"
"831" 5 "walkingupstairs"
"832" 5 "walkingupstairs"
"833" 5 "walkingupstairs"
"834" 5 "walkingupstairs"
"835" 5 "walkingupstairs"
"836" 5 "walkingupstairs"
"837" 5 "walkingupstairs"
"838" 5 "walkingupstairs"
"839" 5 "walkingupstairs"
"840" 5 "walkingupstairs"
"841" 5 "walkingupstairs"
"842" 5 "walkingupstairs"
"843" 5 "walkingupstairs"
"844" 5 "walkingupstairs"
"845" 5 "walkingupstairs"
"846" 5 "walkingupstairs"
"847" 5 "walkingupstairs"
"848" 5 "standing"
"849" 5 "standing"
"850" 5 "standing"
"851" 5 "standing"
"852" 5 "standing"
"853" 5 "standing"
"854" 5 "standing"
"855" 5 "standing"
"856" 5 "standing"
"857" 5 "standing"
"858" 5 "standing"
"859" 5 "standing"
"860" 5 "standing"
"861" 5 "standing"
"862" 5 "standing"
"863" 5 "standing"
"864" 5 "standing"
"865" 5 "standing"
"866" 5 "standing"
"867" 5 "standing"
"868" 5 "standing"
"869" 5 "standing"
"870" 5 "standing"
"871" 5 "standing"
"872" 5 "standing"
"873" 5 "standing"
"874" 5 "standing"
"875" 5 "standing"
"876" 5 "sitting"
"877" 5 "sitting"
"878" 5 "sitting"
"879" 5 "sitting"
"880" 5 "sitting"
"881" 5 "sitting"
"882" 5 "sitting"
"883" 5 "sitting"
"884" 5 "sitting"
"885" 5 "sitting"
"886" 5 "sitting"
"887" 5 "sitting"
"888" 5 "sitting"
"889" 5 "sitting"
"890" 5 "sitting"
"891" 5 "sitting"
"892" 5 "sitting"
"893" 5 "sitting"
"894" 5 "sitting"
"895" 5 "sitting"
"896" 5 "sitting"
"897" 5 "laying"
"898" 5 "laying"
"899" 5 "laying"
"900" 5 "laying"
"901" 5 "laying"
"902" 5 "laying"
"903" 5 "laying"
"904" 5 "laying"
"905" 5 "laying"
"906" 5 "laying"
"907" 5 "laying"
"908" 5 "laying"
"909" 5 "laying"
"910" 5 "laying"
"911" 5 "laying"
"912" 5 "laying"
"913" 5 "laying"
"914" 5 "laying"
"915" 5 "laying"
"916" 5 "laying"
"917" 5 "laying"
"918" 5 "laying"
"919" 5 "laying"
"920" 5 "laying"
"921" 5 "walking"
"922" 5 "walking"
"923" 5 "walking"
"924" 5 "walking"
"925" 5 "walking"
"926" 5 "walking"
"927" 5 "walking"
"928" 5 "walking"
"929" 5 "walking"
"930" 5 "walking"
"931" 5 "walking"
"932" 5 "walking"
"933" 5 "walking"
"934" 5 "walking"
"935" 5 "walking"
"936" 5 "walking"
"937" 5 "walking"
"938" 5 "walking"
"939" 5 "walking"
"940" 5 "walking"
"941" 5 "walking"
"942" 5 "walking"
"943" 5 "walking"
"944" 5 "walking"
"945" 5 "walking"
"946" 5 "walking"
"947" 5 "walkingdownstairs"
"948" 5 "walkingdownstairs"
"949" 5 "walkingdownstairs"
"950" 5 "walkingdownstairs"
"951" 5 "walkingdownstairs"
"952" 5 "walkingdownstairs"
"953" 5 "walkingdownstairs"
"954" 5 "walkingdownstairs"
"955" 5 "walkingdownstairs"
"956" 5 "walkingdownstairs"
"957" 5 "walkingdownstairs"
"958" 5 "walkingdownstairs"
"959" 5 "walkingdownstairs"
"960" 5 "walkingdownstairs"
"961" 5 "walkingdownstairs"
"962" 5 "walkingdownstairs"
"963" 5 "walkingdownstairs"
"964" 5 "walkingdownstairs"
"965" 5 "walkingdownstairs"
"966" 5 "walkingdownstairs"
"967" 5 "walkingdownstairs"
"968" 5 "walkingdownstairs"
"969" 5 "walkingupstairs"
"970" 5 "walkingupstairs"
"971" 5 "walkingupstairs"
"972" 5 "walkingupstairs"
"973" 5 "walkingupstairs"
"974" 5 "walkingupstairs"
"975" 5 "walkingupstairs"
"976" 5 "walkingupstairs"
"977" 5 "walkingupstairs"
"978" 5 "walkingupstairs"
"979" 5 "walkingupstairs"
"980" 5 "walkingupstairs"
"981" 5 "walkingupstairs"
"982" 5 "walkingupstairs"
"983" 5 "walkingupstairs"
"984" 5 "walkingupstairs"
"985" 5 "walkingupstairs"
"986" 5 "walkingupstairs"
"987" 5 "walkingupstairs"
"988" 5 "walkingupstairs"
"989" 5 "walkingupstairs"
"990" 5 "walkingupstairs"
"991" 6 "standing"
"992" 6 "standing"
"993" 6 "standing"
"994" 6 "standing"
"995" 6 "standing"
"996" 6 "standing"
"997" 6 "standing"
"998" 6 "standing"
"999" 6 "standing"
"1000" 6 "standing"
"1001" 6 "standing"
"1002" 6 "standing"
"1003" 6 "standing"
"1004" 6 "standing"
"1005" 6 "standing"
"1006" 6 "standing"
"1007" 6 "standing"
"1008" 6 "standing"
"1009" 6 "standing"
"1010" 6 "standing"
"1011" 6 "standing"
"1012" 6 "standing"
"1013" 6 "standing"
"1014" 6 "standing"
"1015" 6 "standing"
"1016" 6 "standing"
"1017" 6 "standing"
"1018" 6 "standing"
"1019" 6 "standing"
"1020" 6 "standing"
"1021" 6 "sitting"
"1022" 6 "sitting"
"1023" 6 "sitting"
"1024" 6 "sitting"
"1025" 6 "sitting"
"1026" 6 "sitting"
"1027" 6 "sitting"
"1028" 6 "sitting"
"1029" 6 "sitting"
"1030" 6 "sitting"
"1031" 6 "sitting"
"1032" 6 "sitting"
"1033" 6 "sitting"
"1034" 6 "sitting"
"1035" 6 "sitting"
"1036" 6 "sitting"
"1037" 6 "sitting"
"1038" 6 "sitting"
"1039" 6 "sitting"
"1040" 6 "sitting"
"1041" 6 "sitting"
"1042" 6 "sitting"
"1043" 6 "sitting"
"1044" 6 "sitting"
"1045" 6 "sitting"
"1046" 6 "sitting"
"1047" 6 "sitting"
"1048" 6 "sitting"
"1049" 6 "sitting"
"1050" 6 "laying"
"1051" 6 "laying"
"1052" 6 "laying"
"1053" 6 "laying"
"1054" 6 "laying"
"1055" 6 "laying"
"1056" 6 "laying"
"1057" 6 "laying"
"1058" 6 "laying"
"1059" 6 "laying"
"1060" 6 "laying"
"1061" 6 "laying"
"1062" 6 "laying"
"1063" 6 "laying"
"1064" 6 "laying"
"1065" 6 "laying"
"1066" 6 "laying"
"1067" 6 "laying"
"1068" 6 "laying"
"1069" 6 "laying"
"1070" 6 "laying"
"1071" 6 "laying"
"1072" 6 "laying"
"1073" 6 "laying"
"1074" 6 "laying"
"1075" 6 "laying"
"1076" 6 "laying"
"1077" 6 "laying"
"1078" 6 "walking"
"1079" 6 "walking"
"1080" 6 "walking"
"1081" 6 "walking"
"1082" 6 "walking"
"1083" 6 "walking"
"1084" 6 "walking"
"1085" 6 "walking"
"1086" 6 "walking"
"1087" 6 "walking"
"1088" 6 "walking"
"1089" 6 "walking"
"1090" 6 "walking"
"1091" 6 "walking"
"1092" 6 "walking"
"1093" 6 "walking"
"1094" 6 "walking"
"1095" 6 "walking"
